wri_id,coord_source,latitude,longitude
WRI1000003,GEO,-5.52665,13.62064
WRI1000004,GEO,-10.7184,27.2839
WRI1000005,GEO,-10.7452,27.2447
WRI1000007,GEO,-10.5024,25.4458
WRI1000009,GEO,-2.63344,28.90266
WRI1000011,GEO,6.3,0.06
WRI1000012,GEO,8.2789,-2.2354
WRI1000014,GEO,6.12,0.126
WRI1000015,GEO,4.97184,-1.6584
WRI1000016,GEO,5.6741,0.01266
WRI1000020,GEO,-15.7688,26.02026
WRI1000021,GEO,-16.5222,28.7619
WRI1000022,GEO,-15.80889497,28.41989279
WRI1000023,GEO,-12.9884,30.8649
WRI1000025,GEO,5.0694,8.3403
WRI1000026,GEO,6.40646,5.68276
WRI1000027,GEO,4.798,5.897
WRI1000028,GEO,5.9254,5.645
WRI1000029,GEO,5.39,6.6632
WRI1000030,GEO,5.06697,7.321638
WRI1000031,GEO,6.8976,3.2071
WRI1000032,GEO,6.7357,4.7106
WRI1000034,GEO,4.5644,7.568
WRI1000035,GEO,9.9724,6.83532
WRI1000036,GEO,9.86409,4.61241
WRI1000037,GEO,9.138,4.7883
WRI1000039,GEO,-0.79665478,37.74971008
WRI1000040,GEO,-0.80927,37.68671
WRI1000041,GEO,-0.64,37.91
WRI1000042,GEO,-0.806,37.811
WRI1000043,GEO,-0.879,37.588
WRI1000046,GEO,-0.78543,37.2654
WRI1000047,GEO,1.913754239,35.34430504
WRI1000048,GEO,-0.88934188,36.25565529
WRI1000050,GEO,-4.04,39.638
WRI1000051,GEO,-4.03787,39.6333
WRI1000052,GEO,-4.03787,39.6333
WRI1000055,GEO,8.3932,39.352
WRI1000056,GEO,11.8196,36.9181
WRI1000057,GEO,9.558,37.3663
WRI1000058,GEO,9.558,37.3663
WRI1000059,GEO,7.83487,37.3236
WRI1000060,GEO,7.75712,37.5624
WRI1000061,GEO,8.4684,39.1588
WRI1000062,GEO,7.1761,39.4311
WRI1000063,GEO,13.3492,38.74049
WRI1000064,GEO,11.4887,37.5999
WRI1000067,GEO,30.12385,31.23757
WRI1000069,GEO,29.86695,31.29139
WRI1000070,GEO,30.108,31.266
WRI1000072,GEO,29.87567,31.3194
WRI1000073,GEO,30.054,31.0456
WRI1000074,GEO,30.2483,30.9471
WRI1000075,GEO,31.38148,31.72358
WRI1000077,GEO,30.40245,32.30864
WRI1000078,GEO,30.4659,31.9269
WRI1000079,GEO,30.4653,31.9234
WRI1000080,GEO,31.3822,31.7196
WRI1000081,GEO,31.4423,31.6064
WRI1000082,GEO,31.25632,32.31711
WRI1000083,GEO,31.1162,33.6824
WRI1000084,GEO,29.91153,32.5948
WRI1000085,GEO,27.8773,34.30483
WRI1000086,GEO,27.122,33.82
WRI1000087,GEO,29.2392,32.5983
WRI1000088,GEO,29.6188,32.3532
WRI1000089,GEO,31.09952,32.52024
WRI1000090,GEO,31.06225,31.39211
WRI1000091,GEO,30.69926,30.66712
WRI1000092,GEO,31.1759,30.5289
WRI1000093,GEO,31.1851,30.5291
WRI1000094,GEO,30.4974,31.2234
WRI1000095,GEO,31.1293,30.1932
WRI1000096,GEO,31.08175,30.4293
WRI1000097,GEO,31.21585,29.99531
WRI1000098,GEO,31.176,29.914
WRI1000099,GEO,31.2694,30.1409
WRI1000100,GEO,31.043,29.6652
WRI1000102,GEO,27.2111,31.1614
WRI1000104,GEO,27.1757,31.2013
WRI1000105,GEO,29.2793,31.2486
WRI1000106,GEO,23.97211,32.88285
WRI1000107,GEO,23.97211,32.88285
WRI1000108,GEO,25.3177,32.5544
WRI1000109,GEO,26.15220217,32.14530945
WRI1000110,GEO,-15.5859,32.7047
WRI1000111,GEO,-19.1557,33.145
WRI1000112,GEO,-25.21854,32.13417
WRI1000115,GEO,-33.88354516,18.53571653
WRI1000116,GEO,-33.5921,18.4599
WRI1000117,GEO,-25.9449,29.7914
WRI1000118,GEO,-26.62144969,30.0900507
WRI1000119,GEO,-25.96190319,29.33864594
WRI1000120,GEO,-28.56854228,29.08269882
WRI1000121,GEO,-30.62624316,25.50390244
WRI1000122,GEO,-34.16684,21.9609
WRI1000123,GEO,-26.77005845,28.49664688
WRI1000124,GEO,-26.0331,29.6005
WRI1000125,GEO,-26.08971,28.96909
WRI1000126,GEO,-26.0899,29.4725
WRI1000127,GEO,-26.256,29.179
WRI1000128,GEO,-26.74276,27.9764
WRI1000129,GEO,-27.10086,29.7702
WRI1000130,GEO,-23.66936744,27.61156082
WRI1000131,GEO,-26.2817,29.14064
WRI1000132,GEO,-34.19875,18.9743
WRI1000133,GEO,-33.02866173,27.88112283
WRI1000135,GEO,-26.77695507,29.35229301
WRI1000136,GEO,-29.99354122,24.72966671
WRI1000137,GEO,-33.6766,18.4322
WRI1000138,GEO,40.2287,69.1005
WRI1000139,GEO,40.9233,69.8174
WRI1000140,GEO,41.3822,69.3677
WRI1000141,GEO,40.1569,65.3104
WRI1000142,GEO,38.4809,65.6315
WRI1000143,GEO,42.3175,59.5553
WRI1000144,GEO,41.0047,70.1235
WRI1000145,GEO,40.449,71.782
WRI1000146,GEO,41.627,69.969
WRI1000147,GEO,41.599,69.8644
WRI1000150,GEO,41.4471,69.5578
WRI1000153,GEO,40.1924,69.3048
WRI1000155,GEO,13.5979,99.8841
WRI1000156,GEO,13.536,99.743
WRI1000157,GEO,13.604,99.8877
WRI1000158,GEO,15.1771,101.4514
WRI1000160,GEO,18.296,99.752
WRI1000161,GEO,13.501,101.0253
WRI1000162,GEO,13.8129,100.5092
WRI1000163,GEO,7.9934,99.0482
WRI1000164,GEO,13.617,100.559
WRI1000165,GEO,16.682,102.7422
WRI1000167,GEO,6.95532,100.7076
WRI1000169,GEO,14.2324,100.7805
WRI1000170,GEO,14.8007,101.5579
WRI1000171,GEO,14.8007,101.5579
WRI1000172,GEO,17.2426,98.9723
WRI1000173,GEO,17.7634,100.5636
WRI1000174,GEO,8.9723,98.807
WRI1000175,GEO,14.407,99.1291
WRI1000176,GEO,16.5362,101.65
WRI1000177,GEO,14.799,98.5966
WRI1000178,GEO,15.28194,105.46833
WRI1000179,GEO,6.1555,101.273
WRI1000180,GEO,14.2336,99.2359
WRI1000186,GEO,34.91032309,128.1085253
WRI1000187,GEO,37.23693992,126.4360929
WRI1000189,GEO,34.8393264,127.6907873
WRI1000190,GEO,37.36418837,127.1482301
WRI1000191,GEO,36.402,126.49
WRI1000192,GEO,36.3951,126.486
WRI1000193,GEO,33.53517057,126.5961456
WRI1000194,GEO,36.13576053,126.49611
WRI1000195,GEO,37.5111,126.6078
WRI1000196,GEO,36.904,126.233
WRI1000197,GEO,37.00406065,126.7945862
WRI1000198,GEO,37.00748,126.7953
WRI1000199,GEO,37.5363,126.6027
WRI1000200,GEO,35.9836,126.7307
WRI1000201,GEO,35.08507935,129.000349
WRI1000202,GEO,34.95120679,127.82125
WRI1000208,GEO,37.05425238,126.5132761
WRI1000209,GEO,35.47541967,129.3812227
WRI1000212,GEO,37.64750495,126.7973328
WRI1000213,GEO,35.3199,129.2948
WRI1000214,GEO,35.32713,129.30174
WRI1000215,GEO,35.7111,129.4743
WRI1000216,GEO,35.7221,129.4786
WRI1000217,GEO,35.4105,126.4175
WRI1000218,GEO,37.0931,129.383
WRI1000228,GEO,6.3404,100.1568
WRI1000230,GEO,5.3752,100.374
WRI1000231,GEO,5.3803,100.3147
WRI1000232,GEO,5.2153,101.098
WRI1000233,GEO,5.4297,101.2092
WRI1000237,GEO,5.407,101.301
WRI1000238,GEO,5.625,101.703056
WRI1000239,GEO,5.0229,102.9109
WRI1000243,GEO,4.3908,100.5894
WRI1000244,GEO,4.3923,100.5897
WRI1000246,GEO,3.0433,101.4696
WRI1000247,GEO,2.9659,101.6847
WRI1000248,GEO,2.7977,101.6493
WRI1000250,GEO,2.533,101.7912
WRI1000253,GEO,2.2238,102.1519
WRI1000254,GEO,1.334,103.5422
WRI1000255,GEO,4.1586,100.6423
WRI1000256,GEO,2.5916,101.7246
WRI1000257,GEO,4.6017,103.4495
WRI1000258,GEO,4.6017,103.4495
WRI1000260,GEO,6.0887,116.1574
WRI1000261,GEO,6.0918,116.163
WRI1000262,GEO,6.0918,116.163
WRI1000263,GEO,6.09086,116.1667
WRI1000265,GEO,5.8124,118.0642
WRI1000274,GEO,4.2826,117.888
WRI1000275,GEO,4.2826,117.889
WRI1000277,GEO,2.9322,112.1922
WRI1000280,GEO,1.1472,111.8743
WRI1000281,GEO,3.288,113.0926
WRI1000283,GEO,5.1545,102.6054
WRI1000285,GEO,1.334,103.5422
WRI1000286,GEO,51.888,75.377
WRI1000287,GEO,52.023,75.475
WRI1000288,GEO,52.0685,76.874
WRI1000290,GEO,52.367,76.9338
WRI1000291,GEO,52.023,75.475
WRI1000292,GEO,43.2935,76.7992
WRI1000293,GEO,52.367,76.9338
WRI1000298,GEO,49.9012,82.7183
WRI1000299,GEO,49.9161,73.2365
WRI1000300,GEO,-44.3416,170.1813
WRI1000301,GEO,-44.564,170.1972
WRI1000302,GEO,-44.656,170.3551
WRI1000303,GEO,-44.6747,170.3989
WRI1000304,GEO,-45.5214,167.2778
WRI1000305,GEO,-37.5444,175.15
WRI1000306,GEO,-37.5444,175.15
WRI1000307,GEO,-37.5444,175.15
WRI1000312,GEO,-38.8068,177.1508
WRI1000313,GEO,-44.01385,170.46042
WRI1000314,GEO,-41.3617,175.4851
WRI1000315,GEO,-37.9243,175.5393
WRI1000316,GEO,-38.0714,175.6433
WRI1000317,GEO,-38.292,175.6835
WRI1000318,GEO,-38.3521,175.7465
WRI1000319,GEO,-38.3918,175.8082
WRI1000320,GEO,-38.5312,175.9268
WRI1000321,GEO,-38.3918,176.0222
WRI1000322,GEO,-38.408,176.0886
WRI1000323,GEO,-38.6158,176.1425
WRI1000325,GEO,-38.6125,176.1932
WRI1000326,GEO,-38.6143,176.1825
WRI1000327,GEO,-38.0631,176.7272
WRI1000328,GEO,-45.1793,169.307
WRI1000331,GEO,-38.6266,176.1055
WRI1000332,GEO,-38.5279,176.2937
WRI1000334,GEO,-38.6664,176.117
WRI1000337,GEO,-39.3829,176.8875
WRI1000339,GEO,-38.1141,176.8162
WRI1000343,GEO,-41.0861,172.7325
WRI1000344,GEO,-43.364,171.5269
WRI1000347,GEO,-45.7854,169.9205
WRI1000348,GEO,-45.8816,169.9774
WRI1000349,GEO,38.3717,69.3481
WRI1000350,GEO,38.0435,69.0583
WRI1000351,GEO,38.2674,69.1237
WRI1000352,GEO,37.8839,68.937
WRI1000353,GEO,40.2759,69.815
WRI1000356,GEO,38.6122,68.7767
WRI1000359,GEO,38.586,68.7785
WRI1000361,GEO,38.296,68.932
WRI1000363,GEO,22.5353237,120.336771
WRI1000364,GEO,24.2131,120.485
WRI1000365,GEO,24.2131,120.485
WRI1000366,GEO,22.85193505,120.1990557
WRI1000367,GEO,22.85577106,120.1971674
WRI1000368,GEO,25.1572,121.7398
WRI1000370,GEO,25.027,121.048
WRI1000371,GEO,24.07832229,120.4116368
WRI1000372,GEO,23.50724137,120.4351759
WRI1000373,GEO,25.12034139,121.2991744
WRI1000374,GEO,24.4905,120.6694
WRI1000377,GEO,22.601,120.2995
WRI1000378,GEO,25.2860578,121.5873671
WRI1000379,GEO,25.2025,121.66286
WRI1000380,GEO,21.95888211,120.7501439
WRI1000384,GEO,23.8364,120.867778
WRI1000442,GEO,23.8364,120.867778
WRI1000452,GEO,30.82305,111.00333
WRI1000456,GEO,22.638,100.4323
WRI1000457,GEO,27.3483,100.5057
WRI1000464,GEO,30.73972,111.2722
WRI1000468,GEO,23.75876,113.9451
WRI1000474,GEO,30.4703,119.605833
WRI1000475,GEO,34.9239,112.3653
WRI1000478,GEO,30.4368,110.3374
WRI1000481,GEO,42.7264,127.2244
WRI1000487,GEO,30.4678,111.13833
WRI1000492,GEO,32.5565,111.49123
WRI1000507,GEO,32.2127,110.1575
WRI1000509,GEO,32.6763,110.5228
WRI1000616,GEO,42.612,141.805
WRI1000617,GEO,37.99625,139.2373
WRI1000618,GEO,37.666,141.0165
WRI1000619,GEO,39.7839,140.0487
WRI1000620,GEO,40.1912,139.9911
WRI1000621,GEO,35.3421,139.8319
WRI1000622,GEO,35.9409,140.6888
WRI1000624,GEO,35.46189,139.977
WRI1000625,GEO,35.48447,140.01723
WRI1000626,GEO,35.47678,139.67896
WRI1000627,GEO,35.56477,140.1053
WRI1000628,GEO,35.21477,139.7173
WRI1000629,GEO,35.4954,139.745
WRI1000630,GEO,35.547,140.0724
WRI1000631,GEO,35.51228,139.76257
WRI1000632,GEO,35.4042,139.637
WRI1000633,GEO,35.6199,139.7559
WRI1000634,GEO,35.61464,139.75665
WRI1000635,GEO,36.4368,140.6138
WRI1000636,GEO,35.0076,136.69
WRI1000637,GEO,34.8352,136.9609
WRI1000638,GEO,34.9867,136.8436
WRI1000639,GEO,35.0645,136.8767
WRI1000640,GEO,34.6536,137.0665
WRI1000641,GEO,35.0067,136.8637
WRI1000642,GEO,34.9734,136.6462
WRI1000643,GEO,35.0326,136.8303
WRI1000644,GEO,34.8244,136.9238
WRI1000645,GEO,36.7654,137.1286
WRI1000647,GEO,35.6724,136.08154
WRI1000648,GEO,34.15203,135.18762
WRI1000650,GEO,33.86,135.153056
WRI1000651,GEO,34.6177,135.4048
WRI1000652,GEO,35.527,135.342
WRI1000653,GEO,34.77344,134.694
WRI1000654,GEO,34.77344,134.694
WRI1000655,GEO,34.32156,135.12806
WRI1000656,GEO,34.7413,134.3786
WRI1000657,GEO,34.7742,134.4568
WRI1000658,GEO,33.95297,132.12476
WRI1000659,GEO,34.51440725,133.6873055
WRI1000660,GEO,34.7797,131.9215
WRI1000661,GEO,33.969,131.1634
WRI1000662,GEO,34.3419,133.84416
WRI1000663,GEO,33.8787,134.65345
WRI1000664,GEO,33.26725,131.707583
WRI1000665,GEO,33.9078,130.8614
WRI1000666,GEO,32.4855,130.0429
WRI1000667,GEO,33.6261,131.1202
WRI1000668,GEO,31.8579,130.1997
WRI1000670,GEO,33.3552,129.6925
WRI1000671,GEO,34.3373,132.9572
WRI1000672,GEO,35.4036,139.6419
WRI1000674,GEO,43.03672412,140.5124903
WRI1000675,GEO,41.188,141.39028
WRI1000676,GEO,38.4,141.5
WRI1000677,GEO,37.4218,141.0337
WRI1000678,GEO,37.3164,141.0265
WRI1000679,GEO,37.42592108,138.5941016
WRI1000680,GEO,34.6235,138.14209
WRI1000681,GEO,37.06092843,136.7264699
WRI1000682,GEO,35.7024,135.9634
WRI1000683,GEO,35.52232957,135.5036497
WRI1000684,GEO,35.54240034,135.654433
WRI1000685,GEO,35.53786,132.9991
WRI1000686,GEO,33.4909,132.3088
WRI1000687,GEO,33.5152,129.83596
WRI1000688,GEO,31.83352944,130.1887042
WRI1000689,GEO,36.42150204,140.6028209
WRI1000690,GEO,35.7519,136.0189
WRI1000691,GEO,42.6066,142.5569
WRI1000692,GEO,42.44813,142.62358
WRI1000693,GEO,37.453,139.6019
WRI1000694,GEO,36.4739,137.6897
WRI1000695,GEO,36.8014,139.0406
WRI1000696,GEO,36.8295,139.6632
WRI1000697,GEO,36.99366,139.86708
WRI1000698,GEO,35.7175,138.8742
WRI1000699,GEO,36.1325,137.7182
WRI1000701,GEO,36.15478,137.7474
WRI1000702,GEO,36.91139,139.0564
WRI1000703,GEO,37.055,138.6828
WRI1000704,GEO,35.738651,136.67093
WRI1000705,GEO,35.195,137.4627
WRI1000708,GEO,35.7306,137.1405
WRI1000710,GEO,35.2406,134.8617
WRI1000711,GEO,35.1306,134.7108
WRI1000712,GEO,34.11778,135.8211
WRI1000713,GEO,34.8806,135.8463
WRI1000716,GEO,34.5625,132.516667
WRI1000717,GEO,34.82105,133.40283
WRI1000719,GEO,32.2478,131.3735
WRI1000720,GEO,33.32803,130.1066
WRI1000721,GEO,32.42057,130.7021
WRI1000722,GEO,32.195,131.323
WRI1000723,GEO,35.1258,137.7606
WRI1000724,GEO,37.3448,139.90866
WRI1000726,GEO,37.0938,139.91158
WRI1000728,GEO,37.15333,139.25
WRI1000729,GEO,37.3118,139.2876
WRI1000730,GEO,35.09082,137.8047
WRI1000731,GEO,34.0412,135.97533
WRI1000732,GEO,36.26832,136.6483
WRI1000733,GEO,35.88944,136.688056
WRI1000734,GEO,36.13825,136.910806
WRI1000735,GEO,37.2147,139.21389
WRI1000762,GEO,-6.523,107.389
WRI1000792,GEO,-3.766,102.435
WRI1000800,GEO,-7.3927,109.6054
WRI1000829,GEO,-7.6517,113.0244
WRI1000830,GEO,-7.1633,112.6615
WRI1000836,GEO,-6.0867,106.9987
WRI1000837,GEO,-6.0867,106.9987
WRI1000875,GEO,-7.6517,113.0244
WRI1000876,GEO,-7.1633,112.6615
WRI1000879,GEO,-6.1087,106.7877
WRI1000880,GEO,-6.1087,106.7877
WRI1000881,GEO,-6.1087,106.7877
WRI1000882,GEO,-6.0867,106.9987
WRI1000883,GEO,-6.0867,106.9987
WRI1000887,GEO,-6.9505,110.434
WRI1000914,GEO,-6.0585,106.4646
WRI1000916,GEO,-6.0585,106.4646
WRI1000919,GEO,-3.7316,103.7975
WRI1000920,GEO,-7.751337487,109.0186214
WRI1000921,GEO,-6.7704,108.6151
WRI1000938,GEO,-7.0242,106.5464
WRI1000939,GEO,-6.27473,107.97043
WRI1000940,GEO,-6.636,111.4749
WRI1000941,GEO,-8.2613,111.3742
WRI1000960,GEO,-0.6094,100.7535
WRI1000961,GEO,-7.71367,113.5795
WRI1000962,GEO,-7.71435,113.5814
WRI1000963,GEO,-7.71414,113.5835
WRI1000964,GEO,-7.71414,113.5835
WRI1000982,GEO,-5.892,106.03
WRI1000984,GEO,-6.9507,110.4304
WRI1000988,GEO,-3.7316,103.7975
WRI1000990,GEO,-6.446,110.7423
WRI1000991,GEO,-6.446,110.7423
WRI1001005,GEO,-6.9126,107.3663
WRI1001049,GEO,15.0595,106.7644
WRI1001050,GEO,18.4375,102.947
WRI1001051,GEO,18.5308,102.5472
WRI1001053,GEO,17.997,104.9524
WRI1001057,GEO,18.2606,104.5625
WRI1001058,GEO,15.5034,106.2764
WRI1001059,GEO,18.9213,102.7404
WRI1001060,GEO,23.8712,91.3602
WRI1001061,GEO,23.76893,68.64472
WRI1001062,GEO,10.4547,77.0078
WRI1001064,GEO,32.2258,77.207
WRI1001065,GEO,16.33,75.8863
WRI1001068,GEO,31.2717,76.49377
WRI1001069,GEO,24.2007,82.8
WRI1001072,GEO,24.201,82.7891
WRI1001073,GEO,25.1797,76.3188
WRI1001074,GEO,26.6282,79.5286
WRI1001077,GEO,28.506,77.3066
WRI1001078,GEO,33.18151,75.31546
WRI1001079,GEO,32.8063,76.14178
WRI1001081,GEO,18.1396,82.1221
WRI1001082,GEO,22.9956,88.4042
WRI1001084,GEO,24.19166752,81.28749897
WRI1001086,GEO,23.807,91.565
WRI1001087,GEO,25.3999,86.0218
WRI1001088,GEO,22.94166732,79.92500028
WRI1001092,GEO,13.1021,80.2682
WRI1001093,GEO,31.43056,78.24097
WRI1001094,GEO,31.9546,76.7986
WRI1001097,GEO,15.1932,76.7195
WRI1001099,GEO,31.4107,76.4328
WRI1001103,GEO,11.2428,77.8659
WRI1001104,GEO,11.2428,77.8659
WRI1001105,GEO,21.184,81.4237
WRI1001106,GEO,18.4426,73.3498
WRI1001107,GEO,18.4426,73.3498
WRI1001108,GEO,18.9368,73.4527
WRI1001109,GEO,21.0483,75.8425
WRI1001113,GEO,23.785,85.88
WRI1001117,GEO,22.4673,88.14
WRI1001118,GEO,32.4584,76.532
WRI1001121,GEO,32.4734,76.2552
WRI1001124,GEO,23.7376,86.1273
WRI1001127,GEO,24.6217,77.0357
WRI1001128,GEO,30.5559,77.7915
WRI1001129,GEO,29.97598413,78.22031111
WRI1001130,GEO,34.4903,76.11365
WRI1001133,GEO,28.603,77.6078
WRI1001134,GEO,28.5932,77.6101
WRI1001135,GEO,31.4133,76.8686
WRI1001136,GEO,21.6923,72.6215
WRI1001137,GEO,30.4561,77.7368
WRI1001138,GEO,30.4354,77.6821
WRI1001139,GEO,19.9545,72.7478
WRI1001142,GEO,26.7024,77.8492
WRI1001145,GEO,17.89943594,81.82960078
WRI1001146,GEO,26.2325,94.2612
WRI1001148,GEO,33.3691,75.7985
WRI1001149,GEO,23.58,87.2043
WRI1001150,GEO,23.58,87.2043
WRI1001154,GEO,20.27975,78.9761
WRI1001155,GEO,13.2016,80.3112
WRI1001156,GEO,21.10844339,72.65160084
WRI1001159,GEO,24.772,87.894
WRI1001162,GEO,21.8242,73.1136
WRI1001165,GEO,24.69969413,75.55290643
WRI1001166,GEO,31.268,76.492
WRI1001167,GEO,17.0386,82.1286
WRI1001171,GEO,19.5334,73.6509
WRI1001173,GEO,26.0446,71.2535
WRI1001174,GEO,30.53066,77.49683
WRI1001175,GEO,30.2335,74.9247
WRI1001176,GEO,17.0587,82.3097
WRI1001177,GEO,23.4263,91.8223
WRI1001180,GEO,21.10844339,72.65160084
WRI1001182,GEO,21.5337,83.8754
WRI1001186,GEO,10.207,76.7137
WRI1001187,GEO,9.8503,77.0555
WRI1001189,GEO,22.27910698,76.47280742
WRI1001193,GEO,25.8888,71.3236
WRI1001194,GEO,16.9314,81.8613
WRI1001195,GEO,14.2273,74.79937
WRI1001197,GEO,17.297,73.212
WRI1001202,GEO,23.30450248,73.82537842
WRI1001203,GEO,14.89081152,74.39158885
WRI1001204,GEO,25.2349,87.2635
WRI1001205,GEO,14.865,74.4385
WRI1001206,GEO,18.3839,79.8264
WRI1001207,GEO,9.3275,76.9717
WRI1001209,GEO,14.95503465,74.59044441
WRI1001210,GEO,15.2761,74.5268
WRI1001214,GEO,25.95516,92.51714
WRI1001215,GEO,31.51563,78.1073
WRI1001217,GEO,11.121,79.529
WRI1001218,GEO,22.38895,82.5549
WRI1001221,GEO,27.341,95.408
WRI1001222,GEO,24.7774,76.7375
WRI1001223,GEO,21.175,72.6879
WRI1001227,GEO,25.5177,92.6679
WRI1001228,GEO,30.3508,77.6017
WRI1001229,GEO,28.9232,80.0243
WRI1001230,GEO,30.5085,77.8001
WRI1001231,GEO,18.7817,73.3558
WRI1001234,GEO,24.3858,85.5517
WRI1001236,GEO,22.4157,87.8713
WRI1001237,GEO,16.7346,81.86215
WRI1001238,GEO,16.64,80.5504
WRI1001239,GEO,25.5177,92.6679
WRI1001240,GEO,21.2414,79.096
WRI1001241,GEO,22.3881,82.6858
WRI1001245,GEO,25.1712,75.8171
WRI1001246,GEO,30.25944,78.4971
WRI1001247,GEO,31.268,76.492
WRI1001248,GEO,10.5415,79.4507
WRI1001249,GEO,17.4599,73.684
WRI1001250,GEO,30.4289,77.6296
WRI1001251,GEO,11.2605,76.806
WRI1001253,GEO,23.6626,68.7843
WRI1001255,GEO,11.076,79.57
WRI1001257,GEO,11.54835,75.8983
WRI1001259,GEO,27.0221,94.8833
WRI1001264,GEO,24.587,93.6696
WRI1001265,GEO,34.21893893,74.52807884
WRI1001267,GEO,11.6425,77.7583
WRI1001268,GEO,9.9624,76.957
WRI1001269,GEO,17.86076254,81.68138466
WRI1001272,GEO,18.5323,82.4645
WRI1001276,GEO,24.0077,82.4172
WRI1001277,GEO,28.49,76.351
WRI1001278,GEO,23.5443,74.5062
WRI1001279,GEO,23.7872,86.8184
WRI1001282,GEO,32.0041,77.2494
WRI1001284,GEO,30.7294,78.4238
WRI1001291,GEO,23.4639,87.1311
WRI1001292,GEO,23.4639,87.1311
WRI1001293,GEO,11.7696,77.8138
WRI1001294,GEO,11.8014,77.8085
WRI1001295,GEO,11.7696,77.8138
WRI1001296,GEO,21.0377,78.9334
WRI1001302,GEO,11.6137,76.6919
WRI1001305,GEO,22.823,69.553
WRI1001306,GEO,22.823,69.553
WRI1001307,GEO,15.2666,76.3288
WRI1001308,GEO,26.1953,85.30173
WRI1001309,GEO,25.2354,92.2279
WRI1001313,GEO,16.5677547,79.34416262
WRI1001314,GEO,27.1858,95.376
WRI1001317,GEO,19.9817,73.8896
WRI1001319,GEO,31.564,77.98
WRI1001321,GEO,11.5401,79.4159
WRI1001322,GEO,11.5576,79.4417
WRI1001323,GEO,11.5576,79.4417
WRI1001324,GEO,11.5401,79.4159
WRI1001325,GEO,34.2154,77.1842
WRI1001328,GEO,18.21722437,77.95758963
WRI1001329,GEO,13.245,80.3257
WRI1001332,GEO,24.43746043,82.96548843
WRI1001334,GEO,22.2418,76.1619
WRI1001336,GEO,21.78,72.979
WRI1001339,GEO,10.0314,77.0548
WRI1001340,GEO,34.004,74.9175
WRI1001341,GEO,23.68145,86.7473
WRI1001342,GEO,29.39750587,76.87631607
WRI1001343,GEO,26.4766,80.241
WRI1001345,GEO,8.70654,77.36267
WRI1001346,GEO,20.7147,76.7948
WRI1001348,GEO,25.5124,78.7588
WRI1001349,GEO,18.86845047,76.52536843
WRI1001351,GEO,22.2454,82.7246
WRI1001352,GEO,29.9274,78.0415
WRI1001353,GEO,23.64,85.2931
WRI1001355,GEO,17.0853,82.1283
WRI1001356,GEO,21.48132585,79.20863974
WRI1001358,GEO,9.6266,77.1905
WRI1001359,GEO,20.8986,71.46926
WRI1001360,GEO,18.97663856,78.25632488
WRI1001361,GEO,31.96667,75.9469
WRI1001362,GEO,10.3118,76.617
WRI1001364,GEO,28.7962,77.0706
WRI1001365,GEO,28.7962,77.0706
WRI1001366,GEO,16.3327,77.7041
WRI1001367,GEO,23.1975,86.097
WRI1001368,GEO,11.5336,76.6011
WRI1001375,GEO,16.3532,77.3422
WRI1001376,GEO,21.9846,83.2331
WRI1001377,GEO,28.63638,77.25422
WRI1001378,GEO,24.7635,78.2322
WRI1001379,GEO,29.356,75.869
