wri_id,coord_source,latitude,longitude
WRI1001380,GEO,30.5528,76.5705
WRI1001381,GEO,29.5169,78.7574
WRI1001382,GEO,27.336,70.538
WRI1001383,GEO,27.114,88.1376
WRI1001384,GEO,31.4,77.5927
WRI1001385,GEO,27.3426,93.8168
WRI1001387,GEO,32.440394,75.73047638
WRI1001389,GEO,17.559,73.166
WRI1001390,GEO,14.704,78.4577
WRI1001392,GEO,21.2759,85.0355
WRI1001393,GEO,24.027,82.7915
WRI1001395,GEO,28.7327,77.1016
WRI1001397,GEO,23.626,91.1948
WRI1001398,GEO,31.0417,76.5847
WRI1001399,GEO,27.818,79.936
WRI1001402,GEO,9.3098,77.0727
WRI1001403,GEO,24.3696,88.10464
WRI1001404,GEO,33.14199,74.80968
WRI1001405,GEO,22.3049,69.7101
WRI1001406,GEO,12.2995,78.4038
WRI1001407,GEO,9.9751,78.0445
WRI1001408,GEO,31.26415264,78.48345192
WRI1001409,GEO,23.30255,81.0668
WRI1001410,GEO,23.6013,86.4666
WRI1001411,GEO,10.4558,76.8302
WRI1001412,GEO,23.9784,82.6275
WRI1001413,GEO,22.11,78.173
WRI1001414,GEO,9.976,77.0309
WRI1001415,GEO,8.6895,77.3048
WRI1001418,GEO,31.9894,76.8072
WRI1001420,GEO,18.4426,73.3498
WRI1001423,GEO,10.3575,76.879
WRI1001424,GEO,10.3575,76.879
WRI1001425,GEO,22.0971,76.5317
WRI1001426,GEO,22.42083,69.8276
WRI1001427,GEO,17.591,83.09166
WRI1001428,GEO,14.2133,80.0838
WRI1001429,GEO,24.1033,82.7068
WRI1001430,GEO,18.66092102,78.08761168
WRI1001431,GEO,22.13,82.293
WRI1001436,GEO,16.08692939,78.90066769
WRI1001437,GEO,16.08692939,78.90066769
WRI1001439,GEO,21.8144,84.0404
WRI1001441,GEO,21.3395,72.9889
WRI1001443,GEO,21.397,73.106
WRI1001444,GEO,29.179,74.0202
WRI1001445,GEO,9.62,77.2726
WRI1001450,GEO,21.0966,85.074
WRI1001451,GEO,21.0966,85.074
WRI1001453,GEO,29.0057,80.09456
WRI1001454,GEO,26.586,82.602
WRI1001455,GEO,12.9019,74.816
WRI1001456,GEO,19.8294,72.66166
WRI1001459,GEO,27.0017,88.443
WRI1001460,GEO,27.25172,88.46044
WRI1001461,GEO,30.37865097,78.47946167
WRI1001462,GEO,23.75731265,85.89358091
WRI1001463,GEO,14.2133,80.0838
WRI1001465,GEO,15.8094,74.1588
WRI1001467,GEO,21.4129,79.9671
WRI1001468,GEO,22.7318,88.371
WRI1001469,GEO,15.1839,76.6622
WRI1001470,GEO,15.1839,76.6622
WRI1001473,GEO,19.0018,72.8967
WRI1001476,GEO,8.7635,78.1753
WRI1001477,GEO,8.7635,78.1753
WRI1001480,GEO,13.1596,74.8002
WRI1001485,GEO,25.6592,91.9004
WRI1001486,GEO,26.0069,91.8114
WRI1001487,GEO,25.9131,81.3274
WRI1001488,GEO,19.4269,82.8594
WRI1001489,GEO,18.8315,82.5934
WRI1001490,GEO,18.03126824,82.01793368
WRI1001491,GEO,34.19799895,75.12447166
WRI1001492,GEO,18.88,72.9715
WRI1001493,GEO,34.0921,74.03182
WRI1001495,GEO,21.23,72.873
WRI1001496,GEO,21.23,72.873
WRI1001499,GEO,19.7674,73.502
WRI1001501,GEO,13.2371,80.3023
WRI1001502,GEO,9.34836,78.9235
WRI1001503,GEO,13.7027,74.999
WRI1001504,GEO,23.1359,72.457
WRI1001505,GEO,16.9238,81.8141
WRI1001512,GEO,22.87254,73.3588
WRI1001513,GEO,20.2723,78.9793
WRI1001516,GEO,30.10814,77.3257
WRI1001519,GEO,20.80833,105.32389
WRI1001532,GEO,11.289123,107.87367
WRI1001533,GEO,11.2395,107.8384
WRI1001541,GEO,19.1406,104.7141
WRI1001547,GEO,21.1165,106.3068
WRI1001548,GEO,21.039,106.786
WRI1001550,GEO,20.941,106.759
WRI1001551,GEO,21.0116,107.13
WRI1001554,GEO,10.8284,106.7577
WRI1001555,GEO,10.1,105.718
WRI1001556,GEO,10.1332,105.6733
WRI1001557,GEO,10.8284,106.7577
WRI1001558,GEO,10.1,105.718
WRI1001560,GEO,10.604,107.037
WRI1001561,GEO,10.6012,107.0368
WRI1001562,GEO,10.604,107.037
WRI1001581,GEO,10.604,107.037
WRI1001599,GEO,21.6975,106.9765
WRI1001600,GEO,21.577,105.897
WRI1001601,GEO,21.0082,107.358
WRI1001604,GEO,10.642,106.7465
WRI1001607,GEO,10.5975,107.0352
WRI1001609,GEO,9.242,105.0608
WRI1001611,GEO,10.604,107.037
WRI1001621,GEO,24.7857,67.1386
WRI1001622,GEO,24.8483,67.1453
WRI1001623,GEO,24.913,66.9902
WRI1001624,GEO,24.784397,67.36044
WRI1001625,GEO,24.845,66.7888
WRI1001626,GEO,32.392,71.46164
WRI1001627,GEO,24.9057,66.6946
WRI1001628,GEO,30.1725,70.993
WRI1001629,GEO,30.17206631,70.99292278
WRI1001631,GEO,30.5237,71.9555
WRI1001632,GEO,24.84956392,67.14710712
WRI1001633,GEO,30.27730315,66.97398663
WRI1001634,GEO,31.32550501,74.26167727
WRI1001635,GEO,31.26288816,74.18713331
WRI1001636,GEO,28.03183,69.63572
WRI1001638,GEO,31.7322,73.8752
WRI1001639,GEO,31.29110756,74.24888313
WRI1001640,GEO,24.99965244,66.90722108
WRI1001641,GEO,28.58278,68.1782
WRI1001643,GEO,31.6786,74.0839
WRI1001644,GEO,28.027,69.3631
WRI1001645,GEO,27.988,69.671
WRI1001647,GEO,24.9057,66.6946
WRI1001654,GEO,28.58278,68.1782
WRI1001656,GEO,30.44506644,70.98107815
WRI1001657,GEO,34.08891941,72.68614455
WRI1001658,GEO,33.77929,72.25897
WRI1001659,GEO,33.1373,73.6416
WRI1001660,GEO,34.164228,71.35823
WRI1001661,GEO,32.43482,71.37062
WRI1001668,GEO,28.42722238,69.697
WRI1001684,GEO,-35.058,117.782
WRI1001685,GEO,-32.916,115.9186
WRI1001689,GEO,-37.8428,147.5636
WRI1001691,GEO,-16.85086,145.6469
WRI1001692,GEO,-41.736,145.5321
WRI1001693,GEO,-32.395,150.9492
WRI1001694,GEO,-35.4005,148.2476
WRI1001695,GEO,-33.3315,116.227
WRI1001698,GEO,-27.1108,150.9051
WRI1001703,GEO,-24.33385,150.6279
WRI1001706,GEO,-42.4522,146.5977
WRI1001707,GEO,-34.8548,135.5824
WRI1001708,GEO,-37.395,143.107
WRI1001711,GEO,-32.2,115.774
WRI1001712,GEO,-38.2873,141.9645
WRI1001714,GEO,-33.3428,116.2621
WRI1001715,GEO,-33.21,151.5448
WRI1001716,GEO,-26.66361,150.264722
WRI1001718,GEO,-32.1982,115.7744
WRI1001719,GEO,-34.80755,149.40087
WRI1001722,GEO,-36.558,147.5236
WRI1001724,GEO,-37.22186,145.92137
WRI1001725,GEO,-30.477,115.333
WRI1001726,GEO,-33.0622,151.5209
WRI1001727,GEO,-28.8895,115.1178
WRI1001729,GEO,-23.8507,151.2193
WRI1001730,GEO,-42.7405,145.9819
WRI1001733,GEO,-28.904,115.1114
WRI1001735,GEO,-34.696,149.377
WRI1001736,GEO,-36.35,148.41353
WRI1001738,GEO,-33.3487,138.7517
WRI1001745,GEO,-38.2724,146.3912
WRI1001747,GEO,-36.1067,147.0327
WRI1001748,GEO,-19.51700074,147.1070004
WRI1001749,GEO,-38.275,146.42566
WRI1001750,GEO,-42.1548,145.5344
WRI1001755,GEO,-17.76716,145.5777
WRI1001756,GEO,-20.7625,116.8374
WRI1001757,GEO,-20.7625,116.8374
WRI1001759,GEO,-33.16358,115.7805
WRI1001760,GEO,-36.7601,147.1861
WRI1001761,GEO,-26.9164,150.74917
WRI1001762,GEO,-32.1982,115.775
WRI1001763,GEO,-32.1982,115.7744
WRI1001764,GEO,-32.1982,115.7744
WRI1001765,GEO,-32.1982,115.7744
WRI1001766,GEO,-32.202,115.773
WRI1001767,GEO,-32.202,115.773
WRI1001768,GEO,-37.4566,140.7827
WRI1001769,GEO,-37.7712,140.4066
WRI1001770,GEO,-42.2536,146.6206
WRI1001771,GEO,-37.84163,144.78873
WRI1001774,GEO,-42.3763,146.5099
WRI1001775,GEO,-32.3715,150.978
WRI1001776,GEO,-38.2561,146.5864
WRI1001778,GEO,-21.1445,149.1591
WRI1001779,GEO,-41.6994,145.6472
WRI1001782,GEO,-42.6111,146.8457
WRI1001784,GEO,-27.96167,151.27917
WRI1001786,GEO,-38.0631,142.6678
WRI1001788,GEO,-33.6286,136.7022
WRI1001792,GEO,-33.3586,150.0316
WRI1001793,GEO,-19.338,146.8506
WRI1001794,GEO,-33.4462,116.307
WRI1001795,GEO,-33.4462,116.307
WRI1001798,GEO,-36.2425,148.1364
WRI1001799,GEO,-36.2425,148.1364
WRI1001800,GEO,-28.7679,121.893
WRI1001801,GEO,-37.8415,144.89472
WRI1001803,GEO,-32.5429,137.788
WRI1001804,GEO,-27.4185,151.6799
WRI1001806,GEO,-34.7982,138.50757
WRI1001807,GEO,-30.7378,121.5065
WRI1001808,GEO,-34.7652,138.5057
WRI1001810,GEO,-31.5591,115.8208
WRI1001811,GEO,-31.5591,115.8208
WRI1001812,GEO,-32.6472,115.9469
WRI1001814,GEO,-41.8115,146.9192
WRI1001815,GEO,-20.429,118.5498
WRI1001817,GEO,-34.7792,138.5235
WRI1001820,GEO,-41.7242,145.1354
WRI1001821,GEO,-42.5077,146.647
WRI1001823,GEO,-26.3383636,153.0232318
WRI1001824,GEO,-26.5773,148.8401
WRI1001825,GEO,-33.85,150.9495
WRI1001826,GEO,-33.7155,138.14965
WRI1001827,GEO,-37.6318,144.953
WRI1001829,GEO,-23.5099,150.3189
WRI1001830,GEO,-35.5675,138.128
WRI1001833,GEO,-41.14,146.9058
WRI1001835,GEO,-26.7826,151.9151
WRI1001836,GEO,-42.3012,146.457
WRI1001843,GEO,-34.8054,138.5234
WRI1001845,GEO,-41.8175,145.6502
WRI1001847,GEO,-35.8853,148.3703
WRI1001848,GEO,-42.2967,146.4565
WRI1001849,GEO,-35.6112,148.2917
WRI1001850,GEO,-35.1793,147.2159
WRI1001851,GEO,-33.16,151.5446
WRI1001852,GEO,-38.25346,146.588774
WRI1001853,GEO,-32.916,115.9186
WRI1001856,GEO,-35.1258,137.7126
WRI1001857,GEO,-37.352,143.595
WRI1001858,GEO,-42.4272,146.5348
WRI1001861,GEO,-27.3722,152.63194
WRI1001863,GEO,-40.6782,144.6935
WRI1001864,GEO,-33.2358,116.0698
WRI1001865,GEO,-19.2011,146.6187
WRI1001866,GEO,-38.1772,146.3425
WRI1001869,GEO,13.8932,121.745
WRI1001870,GEO,13.9303,120.7886
WRI1001871,GEO,15.5645,119.9233
WRI1001872,GEO,16.1243,120.1012
WRI1001873,GEO,14.2296,121.7558
WRI1001879,GEO,16.4907,120.3261
WRI1001883,GEO,14.3959,121.3337
WRI1001884,GEO,14.5434,120.5987
WRI1001885,GEO,13.7703,121.035
WRI1001886,GEO,13.622,121.0795
WRI1001887,GEO,13.7703,121.035
WRI1001889,GEO,13.0547,123.9678
WRI1001890,GEO,13.4655,123.6486
WRI1001894,GEO,16.1462,120.6837
WRI1001896,GEO,14.3168,121.4739
WRI1001897,GEO,16.8293,121.4537
WRI1001898,GEO,14.2992,121.4705
WRI1001900,GEO,14.9098,121.1603
WRI1001901,GEO,15.8107,121.109
WRI1001902,GEO,16.4588,120.7452
WRI1001903,GEO,16.3944,120.729
WRI1001905,GEO,15.8462,121.1998
WRI1001920,GEO,10.3871,123.6401
WRI1001921,GEO,10.2185,123.7577
WRI1001938,GEO,10.2185,123.7577
WRI1001941,GEO,9.3031,123.2141
WRI1001942,GEO,11.13077,124.65532
WRI1001943,GEO,11.13077,124.65532
WRI1001957,GEO,8.0046,124.28683
WRI1001958,GEO,8.0528,124.2709
WRI1001959,GEO,8.1336,124.1983
WRI1001960,GEO,8.1937,124.1915
WRI1001961,GEO,7.7156,125.0236
WRI1001962,GEO,8.5725,124.7573
WRI1002097,GEO,57.25737,12.10874
WRI1002098,GEO,60.40283,18.17435
WRI1002099,GEO,66.8857,19.8186
WRI1002100,GEO,63.8803,20.0184
WRI1002101,GEO,66.5024,20.3797
WRI1002102,GEO,66.6855,20.3359
WRI1002103,GEO,66.959,19.80232
WRI1002104,GEO,66.8094,19.8968
WRI1002109,GEO,66.2242,20.86
WRI1002112,GEO,58.2804,12.2787
WRI1002118,GEO,66.6314,19.8199
WRI1002125,GEO,60.56368,17.44205
WRI1002127,GEO,55.5167,12.7833
WRI1002130,GEO,58.275,12.2727
WRI1002136,GEO,65.8078,21.6716
WRI1002152,GEO,65.8453,21.5545
WRI1002168,GEO,57.41297,16.66832
WRI1002169,GEO,39.9116,20.10467
WRI1002170,GEO,42.25139,20.04306
WRI1002171,GEO,42.10325,19.82238
WRI1002172,GEO,41.34278,19.8964
WRI1002173,GEO,41.67962,19.83048
WRI1002174,GEO,41.67962,19.89358
WRI1002175,GEO,42.01368,19.63585
WRI1002176,GEO,40.4874,19.434
WRI1002179,GEO,40.78,46.99
WRI1002181,GEO,40.3734,49.9192
WRI1002182,GEO,40.3734,49.9192
WRI1002197,GEO,40.9487,46.168
WRI1002198,GEO,40.4997,50.2077
WRI1002199,GEO,40.6036,49.6332
WRI1002201,GEO,40.6837,47.0926
WRI1002203,GEO,40.9193,46.2829
WRI1002207,GEO,50.4304,4.3955
WRI1002208,GEO,50.6177,5.5837
WRI1002209,GEO,51.24877,3.2166
WRI1002210,GEO,50.5851,5.418
WRI1002212,GEO,51.66,2.8
WRI1002218,GEO,50.4359,6.2106
WRI1002220,GEO,50.3849,5.8618
WRI1002221,GEO,50.3849,5.8618
WRI1002223,GEO,51.32538229,4.259701151
WRI1002224,GEO,50.8023,4.299
WRI1002225,GEO,50.8023,4.299
WRI1002226,GEO,50.8023,4.299
WRI1002229,GEO,50.2233,4.32
WRI1002233,GEO,50.426,5.7328
WRI1002234,GEO,51.2629,3.2112
WRI1002235,GEO,51.2622,3.21315
WRI1002236,GEO,50.5335,5.2962
WRI1002237,GEO,50.4928,5.07
WRI1002239,GEO,50.4665,4.8992
WRI1002240,GEO,50.5922,5.4613
WRI1002241,GEO,50.7517,5.6863
WRI1002242,GEO,50.6517,5.6308
WRI1002250,GEO,49.733,5.377
WRI1002253,GEO,50.9405,5.4906
WRI1002258,GEO,50.4138,4.4067
WRI1002260,GEO,37.9132,-121.9203
WRI1002263,GEO,50.1884,4.3861
WRI1002264,GEO,51.1049,3.7257
WRI1002266,GEO,51.1357,3.7878
WRI1002267,GEO,50.4719,3.8248
WRI1002270,GEO,51.1265,4.3226
WRI1002275,GEO,50.53419312,5.275052105
WRI1002276,GEO,50.53419312,5.275052105
WRI1002277,GEO,50.53419312,5.275052105
WRI1002281,GEO,50.4116,4.0804
WRI1002287,GEO,51.35964,3.2219
WRI1002288,GEO,51.1587,3.8068
WRI1002297,GEO,55.486,7.84
WRI1002325,GEO,60.1841,24.9711
WRI1002350,GEO,61.1669,28.7745
WRI1002445,GEO,60.3708,26.3468
WRI1002450,GEO,60.2833,24.8364
WRI1002454,GEO,61.6317,21.4068
WRI1002473,GEO,61.2371,21.4433
WRI1002474,GEO,61.2371,21.4433
WRI1002492,GEO,63.70194,22.70972
WRI1002525,GEO,60.1656,24.9048
WRI1002552,GEO,61.2104,28.7834
WRI1002578,GEO,63.0914,21.5539
WRI1002593,GEO,60.2199,25.1692
WRI1002594,GEO,60.2199,25.1692
WRI1002688,GEO,42.777,1.677
WRI1002689,GEO,43.976,4.817
WRI1002690,GEO,44.676,4.787
WRI1002691,GEO,45.645,6.445
WRI1002692,GEO,44.824,4.811
WRI1002693,GEO,47.510295,2.87505
WRI1002694,GEO,45.256,-0.6932
WRI1002696,GEO,45.41297268,2.497801781
WRI1002697,GEO,50.2987,3.3156
WRI1002698,GEO,45.011,4.839
WRI1002699,GEO,48.3567,-3.8706
WRI1002700,GEO,44.768,2.684
WRI1002701,GEO,45.79731813,5.27061189
WRI1002702,GEO,44.096,4.724
WRI1002703,GEO,49.41604534,6.216942304
WRI1002704,GEO,45.151,2.01
WRI1002705,GEO,45.3846,6.0021
WRI1002706,GEO,47.22535633,0.16555777
WRI1002707,GEO,50.09,4.789444444
WRI1002708,GEO,46.45633803,0.654807957
WRI1002709,GEO,45.482,6.535
WRI1002710,GEO,45.215,6.712
WRI1002711,GEO,43.4072,4.8676
WRI1002713,GEO,47.27556,-1.877889
WRI1002714,GEO,44.696,2.585
WRI1002715,GEO,48.675,5.8917
WRI1002716,GEO,44.63249113,4.754591201
WRI1002717,GEO,44.4476,6.0616
WRI1002720,GEO,47.73211251,2.518515753
WRI1002721,GEO,48.39,-4.26
WRI1002722,GEO,51.04816,2.32547
WRI1002725,GEO,49.151,6.697
WRI1002726,GEO,47.915,7.571
WRI1002727,GEO,47.90315158,7.563119764
WRI1002728,GEO,49.5365739,-1.882340106
WRI1002730,GEO,46.053,5.813
WRI1002732,GEO,48.404,7.728
WRI1002733,GEO,44.10602816,0.844260231
WRI1002734,GEO,45.146,6.051
WRI1002735,GEO,51.01411055,2.133209336
WRI1002736,GEO,49.47565,0.14913
WRI1002738,GEO,47.655,7.52
WRI1002739,GEO,46.667,4.351
WRI1002740,GEO,45.618,6.79
WRI1002741,GEO,48.154,7.589
WRI1002742,GEO,45.392,2.364
WRI1002743,GEO,43.3585119,5.021612
WRI1002747,GEO,44.734,2.641
WRI1002749,GEO,48.51708487,3.518099493
WRI1002750,GEO,43.921,5.925
WRI1002751,GEO,47.774,7.523
WRI1002752,GEO,49.85822044,0.635370429
WRI1002754,GEO,49.97644086,1.210737982
WRI1002755,GEO,44.479,3.986
WRI1002756,GEO,50.23084,3.8653
WRI1002757,GEO,48.96917462,1.758842468
WRI1002758,GEO,44.06,2.769
WRI1002759,GEO,42.821,0.01
WRI1002760,GEO,43.46723,5.487456
WRI1002761,GEO,48.618,-2.022
WRI1002763,GEO,49.906,4.625
WRI1002764,GEO,48.284,7.678
WRI1002765,GEO,43.527,5.073
WRI1002766,GEO,43.692,5.385
WRI1002767,GEO,45.031,6.079
WRI1002770,GEO,43.737,6.134
WRI1002771,GEO,44.83,2.74
WRI1002773,GEO,44.47,6.269
WRI1002774,GEO,44.21,5.921
WRI1002777,GEO,45.40433857,4.755360309
WRI1002778,GEO,44.945,2.219
WRI1002779,GEO,47.71968992,1.578337634
WRI1002780,GEO,48.526,7.797
WRI1002781,GEO,45.202,6.576
WRI1002782,GEO,44.33113658,4.73112032
WRI1002784,GEO,45.213,6.721
WRI1002785,GEO,48.02007051,7.574257851
WRI1002786,GEO,46.397,5.666
WRI1002790,GEO,65.4161,-19.8198
WRI1002797,GEO,64.20085,-19.24067
WRI1002800,GEO,65.703,-16.774
WRI1002801,GEO,65.5072,-14.3665
WRI1002805,GEO,64.10806,-21.2564
WRI1002806,GEO,63.825,-22.6846
WRI1002807,GEO,64.1732,-19.1271
WRI1002809,GEO,64.1674,-19.6206
WRI1002810,GEO,63.8786,-22.43278
WRI1002813,GEO,51.83468622,-8.236192304
WRI1002814,GEO,51.83468622,-8.236192304
WRI1002815,GEO,52.7056,-8.6128
WRI1002820,GEO,53.2926,-7.0866
WRI1002821,GEO,53.34,-6.2049
WRI1002822,GEO,53.2902,-7.0845
WRI1002824,GEO,52.2793,-6.9935
WRI1002825,GEO,53.4119,-6.3261
WRI1002826,GEO,53.4119,-6.3261
WRI1002832,GEO,51.9,-8.4458
WRI1002834,GEO,52.6074,-9.42365
WRI1002836,GEO,53.3396,-6.1867
WRI1002837,GEO,53.3594,-7.213
WRI1002838,GEO,52.6324,-9.0596
WRI1002839,GEO,52.5893,-9.3632
WRI1002840,GEO,54.1934,-9.2206
WRI1002841,GEO,53.0242,-6.4164
WRI1002842,GEO,53.1658,-8.381
WRI1002843,GEO,53.2735,-8.0403
WRI1002844,GEO,51.8161,-8.2511
WRI1002845,GEO,39.7118,16.215
WRI1002846,GEO,37.1183,15.1394
WRI1002847,GEO,43.6411,13.3796
WRI1002853,GEO,42.8971,12.5381
WRI1002854,GEO,40.6432,17.98023
WRI1002855,GEO,40.56324,18.03182
WRI1002857,GEO,42.2002,13.8398
WRI1002858,GEO,41.2014,15.4762
WRI1002862,GEO,41.5616,12.6337
WRI1002865,GEO,39.1022,17.0325
WRI1002866,GEO,41.0092,14.2281
WRI1002867,GEO,45.2268,9.6377
WRI1002871,GEO,45.1856,7.9016
WRI1002873,GEO,45.3993,10.7142
WRI1002876,GEO,45.23723,8.1932
WRI1002877,GEO,46.171,10.348
WRI1002879,GEO,40.6293,18.0033
WRI1002880,GEO,44.4487,12.2382
WRI1002881,GEO,44.2256,7.3817
WRI1002882,GEO,44.2256,7.38417
WRI1002884,GEO,40.8461,8.3068
WRI1002885,GEO,45.4314,12.2468
WRI1002890,GEO,42.0502,14.5639
WRI1002894,GEO,37.1399,15.2158
WRI1002896,GEO,43.5537,13.285
WRI1002897,GEO,45.0904,9.4805
WRI1002899,GEO,44.1116,9.8743
WRI1002904,GEO,45.163,7.75047
WRI1002905,GEO,45.4458,12.2552
WRI1002906,GEO,43.56727,10.31
WRI1002910,GEO,44.993,7.6755
WRI1002911,GEO,45.7979,13.5455
WRI1002912,GEO,42.3572,11.5373
WRI1002916,GEO,40.8339,14.3006
WRI1002917,GEO,45.0603,11.1374
WRI1002918,GEO,45.0543,9.70856
WRI1002919,GEO,42.9954,12.1995
WRI1002920,GEO,42.9565,10.6034
WRI1002923,GEO,43.8235,10.6023
WRI1002924,GEO,44.4836,12.2652
WRI1002927,GEO,44.9569,12.4883
WRI1002929,GEO,41.38158,14.09034
WRI1002930,GEO,37.14,15.2159
WRI1002935,GEO,38.4453,15.99
WRI1002936,GEO,46.0702,8.7339
WRI1002939,GEO,39.6218,16.6084
WRI1002940,GEO,43.565,11.4777
WRI1002947,GEO,38.2049,15.2818
WRI1002948,GEO,39.1037,9.0063
WRI1002949,GEO,45.0522,9.5072
WRI1002951,GEO,45.02652,11.2522
WRI1002953,GEO,38.8759,16.6569
WRI1002956,GEO,41.1025,16.756
WRI1002958,GEO,41.1783,14.1129
WRI1002959,GEO,39.1961,8.4002
WRI1002962,GEO,45.3325,9.4364
WRI1002969,GEO,42.1269,11.7583
WRI1002970,GEO,42.1241,11.7624
WRI1002971,GEO,45.817,13.2891
WRI1002973,GEO,45.5201,8.7422
WRI1002976,GEO,44.2755,8.4305
WRI1002977,GEO,44.2755,8.4305
WRI1002982,GEO,44.5947,7.4858
WRI1002983,GEO,45.0296,8.9723
WRI1002984,GEO,47.0261,28.8672
WRI1002985,GEO,47.029,28.893
WRI1002986,GEO,47.7492,27.8938
WRI1002987,GEO,47.8381,27.2246
WRI1002988,GEO,47.2778,29.123
WRI1002992,GEO,70.41178,26.69491
WRI1002997,GEO,69.70483,23.81864
WRI1003023,GEO,69.04369,18.58967
WRI1003162,GEO,66.79696,14.00106
WRI1003246,GEO,68.6588,18.82242
WRI1003288,GEO,67.62319,15.99023
WRI1003392,GEO,68.1743,17.91906
WRI1003495,GEO,68.20335,17.36185
WRI1003539,GEO,68.74049,18.6435
WRI1003551,GEO,66.7263,13.9136
WRI1003653,GEO,53.719444,91.321944
WRI1003659,GEO,55.6387,60.776
WRI1003662,GEO,54.91318,56.07096
WRI1003663,GEO,53.3742,83.77056
WRI1003669,GEO,55.57659798,89.07131195
WRI1003670,GEO,53.1994,50.2948
WRI1003671,GEO,68.05668961,166.4580394
WRI1003679,GEO,56.138,47.466
WRI1003681,GEO,55.23,61.490833
WRI1003682,GEO,55.2016,61.4036
WRI1003683,GEO,54.136,36.48
WRI1003684,GEO,59.227,37.131
WRI1003685,GEO,53.5751,49.2449
WRI1003686,GEO,55.752,37.731
WRI1003687,GEO,55.783,37.502
WRI1003688,GEO,54.903,38.055
WRI1003689,GEO,55.7,37.586
WRI1003690,GEO,55.891,37.505
WRI1003691,GEO,55.634,37.818
WRI1003692,GEO,55.916,37.691
WRI1003693,GEO,55.724,37.697
WRI1003703,GEO,51.46,46.1537
WRI1003704,GEO,55.74808153,37.63021231
WRI1003711,GEO,51.672,58.6274
WRI1003712,GEO,55.23,61.490833
WRI1003720,GEO,58.1146,56.328
WRI1003723,GEO,51.866,54.7739
WRI1003728,GEO,50.854,115.7
WRI1003729,GEO,59.488,32.05
WRI1003730,GEO,58.621,49.5944
WRI1003731,GEO,55.005,83.063
WRI1003733,GEO,67.46586901,32.48082377
WRI1003737,GEO,56.743,36.77
WRI1003739,GEO,55.9346,92.2937
WRI1003741,GEO,56.15,94.48
WRI1003744,GEO,51.67505649,35.60271625
WRI1003749,GEO,59.84011378,29.0331304
WRI1003759,GEO,56.6606,43.391
WRI1003761,GEO,60.98,76.93
WRI1003764,GEO,56.8399,60.8409
WRI1003765,GEO,52.247,104.2026
WRI1003770,GEO,47.401,40.232
WRI1003772,GEO,53.1105,49.9197
WRI1003775,GEO,51.27558951,39.2014926
WRI1003777,GEO,51.241,58.4974
WRI1003780,GEO,65.134,57.314
WRI1003782,GEO,58.12556,56.2831
WRI1003784,GEO,58.496,56.346
WRI1003788,GEO,57.511,29.97
WRI1003790,GEO,57.106,61.711
WRI1003791,GEO,47.5993,42.3717
WRI1003793,GEO,54.035,39.788
WRI1003795,GEO,51.8435,55.0988
WRI1003798,GEO,53.251,50.2765
WRI1003800,GEO,51.6234,46.0101
WRI1003802,GEO,52.053,47.755
WRI1003803,GEO,52.825,91.3709
WRI1003805,GEO,40.5078,44.7606
WRI1003808,GEO,55.576,39.563
WRI1003812,GEO,54.16498423,33.23866367
WRI1003813,GEO,47.2161,39.5794
WRI1003814,GEO,55.608,32.412
WRI1003821,GEO,61.2809,73.50279
WRI1003823,GEO,53.0642,48.3994
WRI1003826,GEO,52.4621,103.9787
WRI1003827,GEO,56.123,101.601
WRI1003828,GEO,52.5314,103.9377
WRI1003829,GEO,58.2449,68.4451
